simulation_num,N,moves,seconds,word_count,word_list
115,3,522,0.3853,91,RAM;AHS;SAT;BAST;MAP;TAX;HM;RAX;BAM;BRASH;BASH;ARB;AX;HARM;STAB;BAH;BARM;AB;HAP;SH;PASH;SAP;STAPH;MAST;PAST;STAR;BAS;MAT;TAM;TABS;RATS;PAR;SAX;SHAT;SHA;AS;TSAR;TA;RAMP;AH;SHAM;HAT;BA;TAP;PA;MAX;PHAT;HAST;ABS;TAB;PAT;MAR;ASH;PATS;RAH;HAS;HAM;SAMP;BRA;MATS;BRAS;HA;TAMP;MAS;BAT;ARBS;HATS;PAH;AMP;ARM;MA;RASH;AT;AR;BAP;PAM;BRAT;AM;BRATS;BAR;TAR;RAS;STAMP;BATS;PAX;TAS;RAT;PAS;MASH;RAP;SAB
116,3,319,0.3276,17,REC;CRU;CUR;WRECK;CURE;RUE;WRY;ECRU;ECU;RE;RUCK;RYKE;CRY;KECK;RECK;CUE;ER
117,3,194,0.2842,4,HIN;HI;IN;RIN
118,3,406,0.3586,36,TO;ROT;TOON;ROD;FRO;DOOR;FOOD;TOO;NO;ROTO;ROOD;ON;OF;NOR;FOR;DOT;ROOT;TORN;NOO;DO;OR;OD;FOOT;NOT;ORDO;OOT;DON;NOD;FON;ODOR;TON;DOR;FORDO;TOD;TOR;FORD
119,3,195,0.284,7,PHI;HI;PI;HIP;IF;UP;YUP
120,3,110,0.2556,0,
121,3,132,0.2803,6,YO;QI;JO;JOY;OY;OI
122,3,119,0.2585,1,FUG
123,3,336,0.3039,29,ATE;KEG;ET;AT;GATE;TEAK;AGE;KA;TAE;AG;KEX;TEA;GAG;AE;KEA;KAT;TAG;GET;GAE;GAT;TAKE;GAGE;EX;ETA;GETA;TA;TEG;KAE;EAT
124,3,133,0.2598,3,UP;XU;PUG
125,3,510,0.3901,30,TO;TOO;LO;ZOO;FOU;TOOL;THO;LOOF;LOT;OF;FOH;FLU;HO;TOLU;HOOF;FOOL;FOOT;HOOT;THOU;HOT;OOT;OHO;LOFT;OFT;LOTH;OOH;LOOT;LOO;FOUL;OH
126,3,516,0.4169,42,AGS;SAU;GANG;AT;SAGS;GNAT;SAT;UT;GAS;NAGS;GAGS;SNAGS;AG;TANG;TAU;TANS;NAG;UTAS;GANGS;GAG;SNAG;TAGS;SANS;GUT;AN;GUANS;TAG;TUGS;UTA;GAT;GUAN;AS;NA;TAS;SANG;SAG;TANGS;TA;TUG;GAN;ANT;TAN
127,3,304,0.3536,28,DOW;SCOW;WOG;OW;COG;DOC;SH;DOS;DOCS;SOD;DOWS;WO;WOS;GOS;COS;DO;OD;DOG;SOWS;GOD;OS;GO;COWS;COD;COW;SOW;SO;SCOWS
128,3,318,0.356,44,MA;HALM;PA;PHAT;APT;AT;WAP;PAT;MAW;HAP;LAM;ZAP;PAM;AW;HAM;WAT;ZA;AM;MAP;LA;PALM;MAT;TAM;PAW;LAT;WHA;WHAP;AWL;HA;PAL;WHAT;PAWL;TAW;QAT;LAW;WHAM;LAP;HAW;TA;AH;HAT;PAH;AL;TAP
129,3,115,0.2647,6,OFF;OF;WO;OW;JO;JOW
130,3,197,0.2966,8,ACE;HA;LUX;CEL;XU;AH;LECH;EL
131,3,107,0.2863,4,ME;EM;EMS;EX
132,3,112,0.2653,5,ERN;RE;KERN;ERR;ER
133,3,121,0.2689,0,
134,3,325,0.3706,22,HOBO;OW;QI;VOW;COO;WO;HO;OI;BO;BOO;OHO;HOB;OOH;WOO;BOHO;COB;BOW;HOW;COW;COHO;HI;OH
135,3,831,0.5342,91,CRAP;DIP;PISH;PAIR;RAIS;APISH;ARC;PAID;DARIC;ARCH;CADI;IS;AIS;DARICS;SIDH;SIR;AIR;DAP;HID;SCRIP;ICHS;PADIS;PARCH;RAI;RACHIS;AD;PICA;SIC;CHIP;RICH;DISH;AID;SH;VIS;PIA;RAID;AI;CHIA;PAR;PICS;RAD;PACS;ACRID;CADIS;SI;ID;RID;PIC;CIS;CAD;DISC;SHIV;PA;CRIS;CAR;VID;PIS;PARIS;RADISH;CAID;ARID;SCAR;PI;DIS;PAD;CHIS;PADI;SCRAP;DAIS;SHIP;RIP;RIA;RAPID;HIP;CAP;VICAR;AR;SCAD;ICH;CHID;PARISH;HIS;VIA;SIP;ARCS;HIC;ACID;RAP;HI;CHI;PAC
136,3,434,0.396,38,RIB;XERUS;RUBS;REB;URBS;SUB;XU;IBEX;BUS;US;RUBUS;RIBS;SURE;SRI;BIS;EXURBS;RE;BRIS;IS;ER;SUBER;BI;REX;BRUX;BURS;RUB;RUBE;SIB;BE;SIR;EXURB;SI;REBS;URB;EX;BUR;REBUS;ERS
137,3,684,0.4954,55,MAN;RAG;MA;AIN;RIN;MI;MIGG;RANI;GAM;RAM;GAIN;AR;MAR;GRAN;RAIN;MAGI;QI;ANIMI;GAMIN;GRAM;IGG;RAGI;AMIN;AG;AI;AM;GRAIN;NAG;RAN;GAG;MIG;AN;IN;MAIR;NAM;RAGG;NIM;GRIN;MAIN;AIR;GAR;MAG;ANI;NA;AIM;RAMI;AMI;RIA;AMIR;GRIM;GAN;MINA;RAI;RIM;MIR
138,3,154,0.2999,7,ID;MI;IDS;DIM;MIDS;MID;DIMS
139,3,378,0.3549,29,GIB;FOE;OE;FOG;BIOG;AB;IF;EF;ABY;FIG;FAB;FA;OF;BIO;BIG;FE;BY;OI;BI;AE;JO;JOG;BE;GIBE;JOE;BEFOG;GO;FIB;BA
140,3,206,0.2947,15,ZEE;HEXYL;EX;PE;YE;HEX;PEH;LYE;EH;HE;PEE;ZEP;HEP;HEY;YEH
141,3,94,0.2598,1,BY
142,3,360,0.3696,37,HOSE;EMS;HOE;SEX;HOES;OE;ASH;AHS;SH;SEXY;HAS;HOS;HAO;HO;ME;MESH;OXES;EM;HA;OES;OSE;OHS;OX;SHA;OS;AS;SHOE;EX;ASHY;MESA;MESHY;AH;SO;SOX;ES;OH;SHY
143,3,480,0.3979,44,FOE;OE;FICOES;OW;FIE;OWSE;WE;FOES;IF;QI;EF;SEI;OF;WO;FE;WOS;COIF;SEW;COS;OI;OWE;FOCI;OES;OSE;FICO;ESS;SOWS;OS;OWES;WOES;SEIF;COWS;SOS;COW;FES;SO;SOW;COSS;FESS;FOSSE;WOE;ES;FOSS;FEW
144,3,278,0.3192,22,NO;CONS;ON;SOCK;ONS;SONSY;COZ;NOSY;COSY;COS;SON;SKY;SONS;OS;NOS;SOS;CON;SO;NOCKS;NOCK;COSS;SOCKS
145,3,276,0.3214,25,VID;DEV;EDS;VIS;DIVE;SIX;VIDE;VIED;PEP;ED;VIE;IS;DIS;DIE;PED;IDS;XIS;XI;SI;ID;SIDE;VIDS;PE;PEDS;DE
146,3,161,0.2725,7,DE;ZEDS;ZEST;ZED;EDS;ED;ES
147,3,378,0.3588,23,TRUST;XU;PUTS;US;TUX;UP;UT;TUTS;PUR;RUST;STRUT;UTS;STURT;PUTTS;TUT;PUS;TUP;URP;RUT;SUP;PUTT;PUT;RUTS
148,3,183,0.2749,12,HM;MA;ZAP;PA;PAM;ZA;AM;XYST;MAP;MY;AMP;PAMS
149,3,315,0.3026,24,MA;DAM;DAB;AD;AB;LAM;QI;FAB;LAB;FA;BAL;BALM;AI;AM;MAD;LA;DAL;BI;LAD;FAD;BAM;BAD;BA;AL
150,3,325,0.3328,22,UH;NUS;SUN;US;SH;SUE;USE;SHUN;HUNH;SHE;HES;HUE;HUH;HUN;HUSH;EH;HI;HE;UN;NU;ES;HUES
151,3,107,0.2756,3,FA;MY;ZA
152,3,77,0.2635,0,
153,3,385,0.3751,31,SHOO;RHO;OW;SH;VOW;ORS;AW;WO;SHOW;HOS;WOS;HO;JAW;ROW;OR;JO;OHS;JOSH;OHO;SOJA;VROW;OS;OOH;WOO;RHOS;OOHS;HOW;SOW;SO;JOW;OH
154,3,230,0.3195,17,ELD;BEVY;VEG;PE;VELD;LEVY;BE;BY;LEG;ELK;GEL;GELD;BEG;PEG;EL;BEL;LEV
155,3,322,0.3269,20,COLE;LO;MY;CYME;MEL;LEX;COLY;EM;COX;MYC;OX;COL;OLE;EX;LOX;ELMY;YLEM;EL;ME;ELM
156,3,314,0.3481,9,KEA;ZA;ZEK;AI;QI;AVE;KAE;KA;AE
157,3,65,0.2475,0,
158,3,280,0.3394,25,TO;YOU;OE;HOE;ET;TOE;HOY;UT;TOY;JUT;ETUI;HO;UTE;OUT;OI;YO;JUTE;TUI;JO;HOT;JOT;OY;JOE;JOY;OH
159,3,205,0.3096,13,TWILL;KI;MULL;WILL;UM;KILL;LUM;ILK;WILT;KILT;LI;MU;ILL
160,3,104,0.2549,4,AX;WAX;KA;AW
161,3,264,0.3092,12,CLAY;YAH;YA;LAY;HA;HYLA;LA;AH;HAY;AY;AL;CHAY
162,3,146,0.2862,4,SH;US;SUQ;LUSH
163,3,497,0.423,23,PA;CULPA;PUNA;FAN;UP;ULPAN;ZAP;FAUN;FA;LUNA;ZA;PUL;AN;PAN;PUN;NAP;PANFUL;CUP;NA;FUN;UNAU;UN;NU
164,3,94,0.2391,3,AX;AD;ADZ
165,3,340,0.3296,35,ET;YE;YEN;WEEN;EWE;MET;NEE;YET;MEW;EYE;WEN;NE;MEG;NEG;NET;TEN;YEW;NEW;EM;EN;TEE;WEET;MEN;GET;GEN;TEW;WEE;WET;GEM;TEG;GEY;GEE;ME;WE;EYEN
166,3,392,0.3607,42,YA;SAGY;KAS;AGS;VAVS;KAY;ASK;KAES;SKA;KA;VAV;GAS;AG;SAVVY;GAY;AY;YAG;SEA;YAKS;GYVE;JAGS;AE;SKAG;JAY;VAS;YAK;VASE;GYVES;GAE;JAG;AVE;AS;GAES;AVES;SAVE;SAG;SAE;SAY;GAVE;ES;KAE;YAGS
167,3,241,0.3068,13,JIN;JOHN;IN;HIN;ZIN;JO;UH;HO;HI;OHO;OH;OI;JOIN
168,3,663,0.4325,66,MA;UM;BADE;BAA;ODE;DAM;OE;DAB;AA;BAUD;PUMA;POM;ODA;AMA;ADO;DUB;AB;MUD;UMP;DOM;POD;UP;MAUD;UDO;BUM;BUD;PUB;DUP;DAUB;DOUM;MOD;AM;MAD;MO;DAMP;AMADOU;OP;PUD;ED;DOE;MU;OUD;ODEUM;DO;BUMP;OD;DUMA;AUBADE;MOP;AMU;DOUMA;DUE;DUMP;BAM;DUO;MOUE;MODE;MADE;OM;BAD;POMADE;UPO;BA;DE;AD;AMP
169,3,168,0.2842,7,ID;VID;DIF;ICH;IF;FID;QI
170,3,244,0.3062,15,DYE;FUD;PYE;DEY;DUP;YE;DUE;EDH;PUD;ED;DE;UP;DYED;YUP;HYP
171,3,72,0.252,0,
172,3,316,0.3379,13,SI;TIT;TITI;TITS;ITS;SIT;SIS;TIS;TITIS;TI;IT;IS;SITS
173,3,549,0.3941,28,FLAK;LEU;JUN;FUEL;EF;KA;FUNK;ELF;FE;ALEF;FLU;LA;FLUE;KUE;KALE;FEU;JEU;ELK;ALE;AUK;FUN;LUNK;UN;NU;JUNK;FLUNK;EL;AL
174,3,133,0.2616,8,POM;OPS;MOP;OM;JO;MO;MOPS;OP
175,3,338,0.3218,35,UM;YA;PEW;PA;EMU;APE;WE;MUD;UMP;DUMPY;PAY;YAP;EF;UP;YUP;FA;DUP;YUM;FE;MEW;PUD;FAY;MU;EM;FEM;FEU;DUE;DUMP;PYA;PE;DUPE;AY;FEUD;ME;FEW
176,3,524,0.4295,48,MAN;MA;DAM;BIMA;AIN;MI;MIB;IAMB;KAMI;DAB;ZIN;AB;BIZ;VAN;KA;DAN;AMIN;ZA;MAD;AM;AI;KAB;BIN;NAB;BI;DAK;IN;AN;NAM;NIM;KAIN;NAZI;MAIN;NIZAM;NIB;VAIN;BAM;ANI;NA;AIM;AMI;BAN;BAD;MINA;BA;ADZ;AD;BANI
177,3,82,0.2479,0,
178,3,296,0.3334,14,EAU;EN;ZA;JEU;ALAE;LA;LAZE;NE;ALA;ZEAL;AL;KAE;KA;AE
179,3,444,0.3735,33,JET;SETS;ITS;ET;PST;EDS;SH;PITS;SPIT;DE;TIP;PHT;PI;SPITED;ED;SET;PITHS;SPITES;ETHS;JEST;TED;IT;PITH;ETH;JETS;SPITS;SPITE;TIPS;TEDS;TI;PIT;JESTS;ES
180,3,246,0.2962,13,AS;ALPS;FA;ALS;SAL;ALP;LA;CLASP;LAS;FAS;SALP;AL;ASP
181,3,235,0.2889,10,ADD;DO;DADO;DAD;OD;ODA;ADO;CAD;AD;ODD
182,3,114,0.2562,0,
183,3,123,0.2561,5,EFT;FE;EFF;EF;FEZ
184,3,282,0.3127,18,OS;YO;SOY;USE;OYEZ;OE;OYES;OES;YE;OSE;YES;WYES;WYE;SO;US;SOYUZ;OY;ES
185,3,296,0.3131,35,HOLD;LO;NO;SH;DOS;SHOD;NOH;ON;SOD;KOS;HOS;HON;SOL;HO;HONK;SON;DO;OD;NOSH;HONKS;OLD;OHS;DON;OX;NOD;HOD;DOL;OS;SOLD;NOS;VOX;LOX;SO;SOX;OH
186,3,199,0.3104,10,SI;SIX;ID;IDS;XIS;YIDS;YID;IS;XI;DIS
187,3,109,0.252,4,AX;ANY;NA;AN
188,3,367,0.3428,36,SOY;YOU;FOY;UH;YOK;NO;FOU;HOY;NOH;ON;KOS;OF;HOS;FOH;HON;NOSY;HO;YOKS;SON;YO;SKY;SYN;OY;FON;OS;FOYS;YON;SOU;NOS;HUN;FUN;SO;NU;UN;HOYS;OH
189,3,147,0.2603,4,FA;BY;ZA;AW
190,3,459,0.374,38,YEP;PERI;YE;RIPE;CIRE;GIP;ERG;GRIPY;RIG;PYIC;RE;ZIG;PI;REP;REI;ER;EPIC;REG;PIG;CIG;YIP;GREY;GRIP;GIE;IRE;PEG;YIPE;RIP;PYE;GRIPE;PE;GRIPEY;PIC;GEY;PIER;PER;PIE;ZIP
191,3,144,0.2582,11,ORS;ORBS;JOBS;OR;ROBS;ROB;JO;ORB;BRO;BO;JOB
192,3,110,0.2541,1,HYP
193,3,215,0.2786,9,ON;YO;YON;ONYX;GO;NOG;NO;OY;GOY
194,3,317,0.3217,16,PUR;GROUP;URN;URP;PURR;LORN;LOUP;OR;OUR;LOUR;LO;ROUP;UP;PRO;PUL;PURL
195,3,176,0.269,13,MA;MI;AMI;AG;AM;MICA;ACT;GAM;GAMIC;MIC;MAG;CAM;MAC
196,3,347,0.3384,10,KEA;ICK;KI;BIKE;AI;BI;QI;KAE;KA;AE
197,3,379,0.3537,28,DOW;COWY;WOG;OW;COG;DOC;VOW;YOD;WO;OI;YO;DO;OD;YOGI;YOW;DIG;DOG;GID;OY;GOY;DOGY;GOD;ID;GO;COY;COD;COW;VOID
198,3,374,0.3445,21,LOG;OE;GOR;LOOK;LO;VOLE;ROOK;ROLE;KOR;GOOK;OR;GOO;ELK;VOE;OLE;GO;KOEL;ROE;LOO;GROK;EL
199,3,188,0.2686,8,ECU;FYCE;YE;CWM;WYE;MYC;CUE;MY
200,3,111,0.2584,1,BY
201,4,1085,0.5313,64,WIND;WINDS;RETWIST;RETINT;SIC;VID;ET;TWIT;UH;SITE;NITE;TITRE;ETIC;WIN;DIT;CITE;SIN;VIS;SITTER;CITER;REWINDS;WERT;TITER;TWIN;WIT;RE;CIST;IS;ER;NITER;TIC;NIT;TIT;DIS;DIN;IN;DINT;IDS;REWIN;WITE;SIT;TIS;IT;REWIND;RET;SI;TEW;ID;WET;TIN;NITRE;TWIST;WIS;VIDS;TICS;WIST;TI;CIS;URETIC;HURT;DITE;TINT;DISC;WE
202,4,1032,0.4573,38,REED;HERD;HEXED;DREE;UH;DRY;REEDY;DEKE;HEXER;EKED;DEE;EEK;EXED;RED;RE;KEX;UKE;URD;EERY;ED;ER;HER;REX;DREK;HEEDER;DEER;REEK;HEED;REE;EKE;DREED;REDE;EX;HEX;EH;HE;DE;DEX
203,4,1215,0.4924,40,PA;CAP;PACED;FACED;DECAF;WICCA;BECAP;BEG;BED;GIED;VAC;VAV;WIZ;ZAP;FA;ZA;ZIG;AI;VIED;DEB;ED;VIE;WIG;ICE;CIG;ACE;FACE;VIG;CAVIE;GIE;BE;VIA;ICED;VICED;ACED;VICE;PAC;DE;PACE;GED
204,4,1246,0.5181,78,DAB;LO;SOB;ABY;SLOYD;AGA;ZA;AG;SOL;BAG;GAOL;BOY;YAY;DAP;BOYS;ABYS;GAP;AD;BOA;ADZ;BOS;SOY;DAG;AB;PAY;AGLY;SOBA;BY;JAY;ABOS;YAYS;GAPY;OS;GLOB;BA;OBA;DAYS;DAVY;YA;PA;SOYA;BAY;YAP;YOB;PAYDAY;ZAG;GAB;SLOB;BO;SYBO;PAD;SYLVA;GABY;DAY;GAD;SLY;GAYS;LOAD;GAOLS;BYS;BAP;ZAP;SOAPY;GAY;YAG;AYS;YO;BAYS;JAG;SOAP;OY;PAYS;ABO;PYA;BAD;SO;LOB;AY
205,4,1421,0.5708,84,DAB;OW;WAX;SOCA;MAW;MACS;MAD;SWAB;DAH;BAM;SCAB;HAWS;JEWS;COWS;AXE;COW;AX;ES;AD;WE;DAM;HAD;SEX;BAH;CAW;CUM;AB;MAWS;WOS;SEA;SCAM;CAB;HAWSE;AXES;AMU;OS;OWES;AH;BA;CAD;WAXES;MAX;SCOW;EAUX;GUM;CAM;HAM;MU;COS;SEW;OWE;MAC;HA;OSE;WAD;AWES;EAU;EX;DAWS;CAWS;SOW;EXAM;MA;UM;AWE;MAXES;XU;OWSE;OCA;AW;WO;SCAD;AM;MUG;AE;CACA;BAWD;JEW;HAW;DAW;BAD;WAB;SO;SWAM
206,4,1865,0.6879,102,YEP;SPIV;LIP;LO;CLIPS;LIEF;MILL;SOL;IS;VIE;EPIC;BYE;LIE;SILL;YEPS;SPY;SIMP;LI;MIPS;PYE;EPICS;SPICE;LIVE;LIPS;ME;COSIE;SIC;LIS;SPEIL;VIS;SPILL;PYEMIC;BY;EVIL;COSY;COLS;MICS;LIMPSY;EM;LOVE;SIPE;IMP;PICS;PICE;CLIME;EMIC;OS;VOE;COL;CLOVE;SI;SIM;LIME;PE;PSI;PIC;CIS;VIM;PIE;PILL;PISCO;BLOCS;LISP;MISO;MI;OE;MIL;YE;PIS;EF;MICE;SPIC;PI;COS;LIMP;MIS;MIC;LIMEY;SLOE;LIMPS;VICE;LIPE;COVE;PISO;BYS;LIMEYS;CLIP;FE;ICE;LICE;BLOC;IMPS;FEM;FEY;VILL;COLBYS;LOCI;ILL;SIP;COLBY;SICE;SO
207,4,636,0.371,51,WOP;DOW;YEP;PEW;OE;YE;OW;EPOS;WYE;OPE;JOWS;WOW;DOS;MY;POW;POD;SOD;DOWS;DOPEY;WO;YEWS;SOP;WOS;SOX;PEWS;OP;WOWS;DOE;SWOP;YEW;OWE;DO;PODS;OD;JO;POX;ODS;JOE;OX;POWS;OS;PYE;DOPE;PE;DOPY;SOW;SO;JOW;WOE;JOEY;WE
208,4,1678,0.6602,87,REB;LO;LOBES;SOB;ENS;MELS;SOL;ELS;MEL;EN;SEN;OES;LOBE;NUN;FUNNEL;FUNS;UNSOBER;UMM;BOLE;OBES;SOLEMN;FUME;ES;ME;BOS;ERN;NUNS;MERC;OLES;MUNS;RE;RES;NUMEN;NE;EM;OS;REM;BEN;ERS;CRESOL;OE;LENS;ERNS;LES;BENZOL;NEB;MENU;UNS;SLOB;ER;MU;BO;SER;FUNNELS;OSE;MEN;BE;FUMES;SLOE;BENS;OLE;SOLE;FUN;UN;SOBER;FUNNER;EL;BEL;UM;EMU;MUN;LOSE;BOLES;SEL;ENUF;OBE;FUMER;LEZ;BELS;LOSER;MM;BES;FUMERS;BENZOLS;SO;LOB;NU
